job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date
AI05543,Data Engineer,187618,SE,CT,Norway,M,50,"python, hadoop, tableau",Bachelor,7,Media,2024-11-21
AI05544,AI Consultant,142502,EX,CT,France,S,50,"computer vision, python, tensorflow, java, azure",Associate,12,Gaming,2025-01-08
AI05545,ML Ops Engineer,107066,SE,PT,Canada,M,0,"mathematics, python, aws, git, deep learning",Bachelor,7,Energy,2024-06-22
AI05546,Data Scientist,76908,EN,CT,France,L,50,"spark, pytorch, deep learning, python, azure",PhD,1,Healthcare,2025-04-06
AI05547,AI Software Engineer,193045,EX,PT,Sweden,M,0,"r, python, nlp, git",Master,18,Healthcare,2024-05-28
AI05548,Principal Data Scientist,176650,EX,PT,Sweden,S,100,"r, kubernetes, pytorch, mlops",Master,16,Media,2024-11-25
AI05549,Principal Data Scientist,89200,MI,CT,Australia,S,0,"kubernetes, nlp, sql, pytorch, linux",PhD,2,Transportation,2024-09-04
AI05550,AI Consultant,170064,EX,FT,Austria,M,100,"mlops, python, tensorflow",PhD,15,Education,2024-10-21
AI05551,AI Software Engineer,126263,MI,PT,Switzerland,S,50,"hadoop, java, kubernetes",Associate,4,Finance,2025-03-14
AI05552,Research Scientist,84853,MI,FT,Singapore,M,0,"hadoop, aws, data visualization",Bachelor,4,Government,2024-12-14
AI05553,AI Software Engineer,96073,SE,CT,Austria,S,50,"tableau, mlops, mathematics, aws",Associate,5,Gaming,2024-05-19
AI05554,AI Consultant,134689,MI,FT,Denmark,L,100,"mathematics, scala, kubernetes",Bachelor,3,Energy,2024-09-18
AI05555,Principal Data Scientist,112981,SE,PT,France,L,50,"spark, data visualization, computer vision, azure, java",Master,9,Retail,2024-07-05
AI05556,Head of AI,94003,SE,PT,China,S,0,"deep learning, scala, tableau",Bachelor,7,Healthcare,2024-07-21
AI05557,Autonomous Systems Engineer,234984,EX,PT,Singapore,L,50,"azure, gcp, python, scala",PhD,11,Real Estate,2024-06-01
AI05558,Data Engineer,52032,EN,FL,Japan,M,50,"azure, kubernetes, data visualization, aws, mathematics",Associate,0,Consulting,2024-03-15
AI05559,Deep Learning Engineer,355468,EX,CT,Norway,L,50,"python, tensorflow, azure, pytorch",Associate,11,Energy,2025-03-24
AI05560,AI Consultant,50137,MI,PT,Israel,S,0,"azure, r, sql, statistics, aws",Bachelor,2,Energy,2024-04-10
AI05561,Research Scientist,70747,MI,CT,Sweden,S,100,"data visualization, git, scala",Bachelor,3,Telecommunications,2024-07-20
AI05562,Data Engineer,205495,EX,CT,Germany,L,100,"data visualization, python, java, tensorflow, pytorch",Master,17,Finance,2024-11-18
AI05563,Machine Learning Engineer,55049,EN,FL,India,M,100,"linux, tableau, gcp",PhD,1,Consulting,2024-06-12
AI05564,Computer Vision Engineer,103334,MI,FT,France,L,50,"mlops, pytorch, tensorflow, nlp",Bachelor,3,Transportation,2024-12-05
AI05565,Principal Data Scientist,156552,SE,FT,Singapore,L,0,"azure, python, tableau, kubernetes",Bachelor,6,Real Estate,2024-04-13
AI05566,Data Engineer,107305,SE,PT,India,M,100,"pytorch, azure, aws, sql, docker",PhD,8,Consulting,2024-09-08
AI05567,Robotics Engineer,59432,EN,PT,Finland,L,50,"azure, r, tableau, tensorflow, computer vision",PhD,1,Transportation,2024-07-27
AI05568,AI Consultant,112063,SE,FT,Ireland,L,0,"docker, r, aws",PhD,9,Education,2024-06-04
AI05569,NLP Engineer,357880,EX,CT,Switzerland,M,50,"python, java, tableau",PhD,10,Energy,2024-01-20
AI05570,Robotics Engineer,56424,EN,FL,United States,S,100,"mathematics, hadoop, kubernetes, tensorflow",Master,0,Energy,2024-04-06
AI05571,Computer Vision Engineer,149883,SE,FT,Switzerland,S,0,"python, sql, linux, data visualization",Master,7,Government,2024-01-23
AI05572,Machine Learning Researcher,271583,EX,CT,Germany,L,0,"pytorch, spark, git, kubernetes",PhD,17,Energy,2024-04-06
AI05573,AI Product Manager,76855,EN,CT,Canada,L,50,"python, tensorflow, nlp, docker",Associate,1,Manufacturing,2025-03-20
AI05574,Computer Vision Engineer,113253,SE,PT,Japan,L,0,"kubernetes, docker, azure",Bachelor,7,Media,2024-03-27
AI05575,Research Scientist,50957,MI,FT,Israel,S,0,"hadoop, r, linux, gcp",PhD,3,Real Estate,2024-03-01
AI05576,Data Scientist,78455,SE,CT,Japan,M,100,"kubernetes, spark, mathematics, python, computer vision",Master,5,Media,2025-01-29
AI05577,AI Specialist,180883,SE,FT,Singapore,L,100,"tensorflow, pytorch, mlops, python, deep learning",Master,8,Real Estate,2025-01-10
AI05578,Head of AI,86724,SE,FT,South Korea,S,0,"sql, git, linux, docker, java",PhD,5,Manufacturing,2024-06-25
AI05579,Data Engineer,96759,MI,FT,France,M,50,"statistics, linux, r",Master,4,Energy,2024-08-10
AI05580,Robotics Engineer,130422,EX,FL,Finland,M,50,"sql, linux, mlops, aws",Master,17,Real Estate,2024-06-20
AI05581,AI Architect,167167,EX,FT,United States,M,100,"kubernetes, scala, tableau",PhD,15,Gaming,2024-09-16
AI05582,Machine Learning Researcher,220161,EX,FL,Canada,M,50,"kubernetes, deep learning, java, python",Bachelor,19,Finance,2024-09-27
AI05583,Head of AI,63895,EN,FL,China,L,50,"python, git, statistics, tensorflow, hadoop",Associate,1,Media,2025-02-04
AI05584,Head of AI,67447,MI,FT,Ireland,L,100,"pytorch, azure, tableau",Bachelor,4,Transportation,2024-11-09
AI05585,AI Architect,104787,SE,FT,France,M,50,"r, git, kubernetes, gcp",Bachelor,8,Consulting,2024-05-24
AI05586,AI Consultant,93704,MI,FT,Germany,M,0,"data visualization, kubernetes, tableau, java",Associate,2,Telecommunications,2024-09-17
AI05587,Data Engineer,36579,EN,FT,Ireland,M,100,"java, computer vision, data visualization, scala",PhD,0,Finance,2025-01-18
AI05588,Computer Vision Engineer,167430,SE,FT,Sweden,L,50,"mlops, computer vision, sql, data visualization",PhD,7,Gaming,2024-02-02
AI05589,Data Analyst,68180,MI,PT,Austria,M,100,"sql, hadoop, nlp, python, deep learning",PhD,4,Healthcare,2024-11-11
AI05590,Data Engineer,210002,EX,FT,Sweden,S,100,"git, spark, linux, data visualization, docker",PhD,18,Automotive,2024-07-11
AI05591,Machine Learning Engineer,203277,EX,PT,France,M,0,"r, spark, data visualization, computer vision",Master,10,Transportation,2025-01-28
AI05592,Data Analyst,95190,SE,FL,Austria,L,0,"sql, java, computer vision, deep learning",Bachelor,9,Real Estate,2025-04-24
AI05593,Autonomous Systems Engineer,67598,MI,FL,Australia,S,100,"kubernetes, spark, statistics",Master,3,Transportation,2024-10-23
AI05594,AI Software Engineer,111418,EN,PT,Denmark,L,100,"nlp, docker, mlops, computer vision",Master,0,Healthcare,2025-03-29
AI05595,ML Ops Engineer,186649,SE,FL,United States,L,100,"mlops, kubernetes, sql, linux",PhD,8,Technology,2025-04-15
AI05596,Robotics Engineer,214097,EX,CT,United States,S,100,"docker, pytorch, git",Bachelor,10,Retail,2025-04-14
AI05597,Deep Learning Engineer,288779,EX,FL,Switzerland,M,100,"hadoop, deep learning, linux, tensorflow",Bachelor,18,Education,2025-04-24
AI05598,Machine Learning Engineer,120265,SE,FL,Ireland,L,100,"java, spark, nlp, hadoop, data visualization",Associate,6,Manufacturing,2024-11-13
AI05599,Robotics Engineer,67741,MI,CT,Israel,M,50,"aws, java, python, tensorflow",PhD,4,Government,2025-04-27
AI05600,AI Product Manager,36357,EN,FT,Austria,S,50,"linux, r, kubernetes",PhD,1,Consulting,2025-03-07
AI05601,AI Architect,292471,EX,CT,United States,M,100,"docker, kubernetes, data visualization",Bachelor,18,Finance,2024-09-10
AI05602,Data Scientist,110753,SE,FL,China,L,50,"data visualization, nlp, python",PhD,6,Education,2024-05-25
AI05603,NLP Engineer,41379,EN,CT,Finland,S,50,"r, docker, azure, python, tableau",Master,1,Education,2024-05-31
AI05604,NLP Engineer,87897,SE,FL,South Korea,M,50,"kubernetes, computer vision, azure, spark, nlp",Associate,6,Retail,2024-02-16
AI05605,AI Research Scientist,74065,MI,PT,Japan,M,100,"kubernetes, r, spark",Master,2,Consulting,2025-01-21
AI05606,Computer Vision Engineer,50995,EN,CT,Finland,L,50,"statistics, python, tensorflow",Bachelor,1,Education,2025-04-27
AI05607,Data Scientist,61127,EN,PT,Netherlands,S,100,"python, data visualization, git, r, gcp",Master,1,Media,2024-01-06
AI05608,AI Product Manager,98686,EX,FT,Austria,S,100,"deep learning, java, data visualization, statistics, sql",Associate,12,Technology,2024-03-20
AI05609,Data Engineer,189578,EX,CT,Switzerland,S,50,"pytorch, java, git, azure",Master,11,Healthcare,2024-12-07
AI05610,AI Research Scientist,41021,EN,PT,Ireland,M,100,"aws, kubernetes, pytorch, tensorflow",Associate,0,Education,2025-04-13
AI05611,Data Engineer,73109,EN,PT,Australia,M,100,"azure, python, kubernetes",Associate,1,Education,2025-03-12
AI05612,Head of AI,121651,SE,FL,Sweden,L,100,"r, kubernetes, deep learning",Master,9,Real Estate,2024-04-04
AI05613,Research Scientist,63809,MI,FT,France,S,0,"python, tensorflow, azure, aws",Associate,4,Consulting,2024-03-20
AI05614,Deep Learning Engineer,50477,EN,CT,France,M,100,"r, aws, git, hadoop",Bachelor,0,Education,2024-12-08
AI05615,Data Scientist,82349,MI,FT,Singapore,M,100,"kubernetes, data visualization, azure, scala",Associate,3,Media,2024-06-28
AI05616,Robotics Engineer,45567,EN,CT,France,S,50,"gcp, pytorch, tableau",Master,0,Media,2024-09-25
AI05617,Head of AI,51272,EN,CT,Canada,S,50,"r, kubernetes, nlp",Bachelor,0,Consulting,2024-04-01
AI05618,Data Engineer,97773,MI,CT,Australia,S,50,"nlp, statistics, python, hadoop",Associate,3,Consulting,2025-03-15
AI05619,Machine Learning Engineer,42821,EN,CT,India,S,100,"pytorch, aws, mathematics, tensorflow",Master,1,Real Estate,2024-07-25
AI05620,AI Consultant,166279,EX,FL,China,M,100,"tensorflow, azure, docker, mathematics, mlops",PhD,11,Education,2024-09-01
AI05621,Data Scientist,118502,SE,PT,Australia,M,50,"sql, mathematics, gcp, deep learning",Bachelor,5,Telecommunications,2025-02-13
AI05622,Computer Vision Engineer,198215,EX,CT,Germany,L,0,"scala, sql, computer vision, r, tensorflow",PhD,15,Finance,2024-08-19
AI05623,NLP Engineer,86191,EN,PT,France,L,100,"statistics, docker, computer vision, data visualization, java",Master,0,Consulting,2025-02-16
AI05624,Data Scientist,58166,MI,FL,India,M,0,"mlops, azure, mathematics",Master,2,Automotive,2024-08-27
AI05625,AI Architect,115480,EX,FL,France,S,100,"mlops, python, mathematics",Master,10,Technology,2025-04-23
AI05626,Data Analyst,182423,EX,CT,Netherlands,L,0,"nlp, pytorch, data visualization",Associate,15,Manufacturing,2024-02-04
AI05627,Head of AI,41287,EN,PT,South Korea,S,0,"aws, azure, nlp, python, java",Associate,1,Gaming,2024-07-05
AI05628,Machine Learning Engineer,99514,SE,FL,Finland,L,50,"python, scala, kubernetes, spark, linux",Associate,5,Consulting,2024-12-18
AI05629,NLP Engineer,106927,MI,CT,Switzerland,S,50,"python, linux, java, tensorflow, kubernetes",Bachelor,4,Education,2024-05-24
AI05630,AI Architect,126730,SE,CT,Netherlands,S,50,"python, scala, hadoop, gcp",Bachelor,8,Retail,2024-04-07
AI05631,AI Architect,53367,MI,FL,South Korea,M,50,"kubernetes, data visualization, docker, linux, python",PhD,4,Gaming,2025-03-20
AI05632,Deep Learning Engineer,85000,EN,FT,Norway,M,0,"tableau, docker, mathematics, deep learning",PhD,0,Gaming,2024-10-10
AI05633,AI Specialist,341883,EX,PT,United States,L,0,"computer vision, python, mathematics",Bachelor,10,Automotive,2024-04-14
AI05634,Principal Data Scientist,96303,SE,PT,India,S,100,"hadoop, data visualization, linux",Master,9,Transportation,2024-08-19
AI05635,Principal Data Scientist,115643,SE,CT,Germany,S,100,"gcp, mlops, pytorch, tensorflow, docker",Master,5,Energy,2024-04-12
AI05636,Data Engineer,89600,MI,CT,Sweden,L,100,"python, sql, tensorflow, statistics",Associate,3,Retail,2024-11-29
AI05637,AI Research Scientist,93671,MI,CT,Denmark,M,100,"aws, gcp, deep learning, kubernetes, pytorch",PhD,3,Gaming,2024-05-06
AI05638,AI Software Engineer,96954,MI,CT,Sweden,M,50,"tensorflow, tableau, gcp",Associate,2,Consulting,2024-09-27
AI05639,Computer Vision Engineer,118746,MI,FT,Switzerland,L,100,"tableau, kubernetes, pytorch, nlp",Master,4,Consulting,2025-01-26
AI05640,Computer Vision Engineer,92583,SE,FT,Austria,M,100,"tensorflow, statistics, python, azure",Associate,8,Consulting,2024-02-18
AI05641,AI Consultant,61033,EN,FL,Australia,S,50,"tableau, r, hadoop",Master,1,Media,2024-12-10
AI05642,AI Consultant,255881,EX,FL,Denmark,S,50,"nlp, git, docker",Associate,19,Consulting,2024-03-06
AI05643,AI Product Manager,49519,EN,CT,Israel,L,50,"spark, computer vision, java",Bachelor,0,Technology,2024-09-23
AI05644,Data Analyst,80885,SE,CT,India,S,100,"spark, aws, r, hadoop",Master,7,Consulting,2024-04-11
AI05645,AI Software Engineer,290467,EX,FL,Sweden,L,50,"spark, r, sql",Bachelor,13,Telecommunications,2024-06-17
AI05646,Machine Learning Engineer,84264,EN,PT,Sweden,L,100,"java, python, mathematics, kubernetes, linux",Master,0,Finance,2025-04-18
AI05647,Head of AI,92741,SE,FL,Finland,M,100,"kubernetes, python, mlops",Associate,7,Gaming,2025-02-20
AI05648,Data Engineer,177150,EX,CT,Denmark,S,50,"kubernetes, mathematics, java",Associate,13,Manufacturing,2025-03-05
AI05649,AI Research Scientist,79742,MI,CT,Israel,L,50,"python, gcp, tensorflow, kubernetes",Master,2,Energy,2024-06-13
AI05650,AI Software Engineer,113143,EX,CT,Ireland,S,0,"git, r, mlops, gcp, kubernetes",Associate,13,Energy,2024-06-05
AI05651,AI Research Scientist,178929,SE,FL,Switzerland,L,0,"hadoop, deep learning, r",Master,5,Manufacturing,2024-06-19
AI05652,ML Ops Engineer,52276,EN,CT,Singapore,S,100,"statistics, kubernetes, tensorflow, spark",Associate,0,Education,2024-03-05
AI05653,Deep Learning Engineer,164181,SE,FT,Norway,M,100,"tableau, sql, kubernetes, deep learning",Bachelor,6,Consulting,2024-11-23
AI05654,AI Specialist,166173,EX,CT,South Korea,M,50,"sql, kubernetes, gcp",Master,11,Media,2024-11-02
AI05655,ML Ops Engineer,36427,EN,FL,Japan,S,0,"tensorflow, linux, computer vision, mathematics, python",Associate,0,Energy,2024-03-18
AI05656,AI Specialist,198926,SE,CT,Switzerland,M,0,"spark, tableau, kubernetes, gcp",Associate,8,Real Estate,2025-04-06
AI05657,Autonomous Systems Engineer,193528,EX,PT,Germany,M,50,"tableau, nlp, tensorflow",Associate,10,Gaming,2024-08-11
AI05658,AI Consultant,90451,MI,FT,Netherlands,S,50,"git, linux, java",PhD,4,Real Estate,2024-10-06
AI05659,Deep Learning Engineer,88392,SE,CT,Austria,L,0,"sql, tensorflow, r",Bachelor,7,Real Estate,2025-01-16
AI05660,Computer Vision Engineer,61703,MI,CT,Japan,L,0,"spark, gcp, r, git, docker",PhD,4,Government,2025-02-24
AI05661,Robotics Engineer,151110,EX,FL,Finland,L,0,"kubernetes, aws, git",Bachelor,16,Technology,2024-07-18
AI05662,Machine Learning Engineer,171249,SE,FT,Sweden,L,100,"hadoop, scala, statistics, data visualization, gcp",Master,7,Manufacturing,2024-09-18
AI05663,Data Scientist,167295,MI,FL,Switzerland,L,0,"r, sql, spark",PhD,2,Real Estate,2024-07-09
AI05664,AI Research Scientist,281091,EX,CT,Denmark,S,100,"r, pytorch, azure, deep learning",Bachelor,19,Real Estate,2025-02-18
AI05665,NLP Engineer,78707,EN,FL,Singapore,M,100,"linux, python, kubernetes, git, mathematics",Master,0,Education,2024-06-23
AI05666,AI Research Scientist,84015,MI,PT,Australia,M,100,"git, statistics, docker",Master,4,Technology,2024-12-10
AI05667,AI Specialist,191961,SE,PT,Switzerland,L,100,"python, mlops, java",PhD,6,Government,2024-03-27
AI05668,Machine Learning Researcher,151146,EX,FL,Singapore,M,100,"spark, python, tensorflow",Associate,15,Technology,2025-03-14
AI05669,ML Ops Engineer,163289,EX,FL,Netherlands,M,100,"azure, git, python",Associate,18,Consulting,2024-03-05
AI05670,AI Architect,207873,EX,CT,Netherlands,M,0,"tensorflow, git, mathematics",PhD,11,Consulting,2024-01-18
AI05671,Machine Learning Engineer,133301,SE,CT,Germany,S,50,"java, data visualization, kubernetes, tensorflow",PhD,5,Education,2024-02-08
AI05672,AI Software Engineer,121439,MI,CT,Sweden,L,50,"deep learning, python, mlops",PhD,4,Retail,2024-04-25
AI05673,Autonomous Systems Engineer,141807,SE,CT,Sweden,M,100,"sql, nlp, hadoop, statistics",Associate,7,Consulting,2024-01-07
AI05674,NLP Engineer,150045,SE,FT,United States,S,50,"python, mathematics, nlp",Master,6,Gaming,2025-04-04
AI05675,Machine Learning Engineer,150813,EX,CT,Finland,L,50,"spark, docker, tensorflow",Bachelor,10,Energy,2024-06-07
AI05676,Machine Learning Researcher,125027,SE,PT,United Kingdom,S,100,"scala, r, mathematics",PhD,8,Telecommunications,2025-04-25
AI05677,AI Software Engineer,295954,EX,CT,Denmark,S,50,"azure, python, data visualization, tensorflow",Bachelor,17,Gaming,2024-05-08
AI05678,AI Architect,53994,MI,PT,Israel,M,50,"gcp, computer vision, hadoop, kubernetes, git",Associate,2,Retail,2024-03-27
AI05679,AI Research Scientist,47585,MI,FT,India,S,0,"java, azure, scala, sql, pytorch",PhD,3,Government,2024-05-23
AI05680,Robotics Engineer,148781,SE,FT,Germany,M,50,"sql, aws, deep learning, git",PhD,9,Retail,2024-09-25
AI05681,Data Engineer,66477,EN,PT,Singapore,S,0,"python, java, aws",Master,1,Government,2024-03-01
AI05682,ML Ops Engineer,175971,EX,FL,Israel,L,100,"mlops, tensorflow, git, gcp, statistics",Bachelor,12,Automotive,2025-03-11
AI05683,Data Engineer,144658,SE,PT,United States,L,0,"nlp, python, spark",PhD,9,Automotive,2024-06-27
AI05684,AI Software Engineer,149636,EX,CT,Singapore,S,0,"computer vision, mathematics, hadoop, gcp",PhD,17,Education,2024-12-10
AI05685,Machine Learning Researcher,97129,EN,CT,Denmark,M,0,"pytorch, hadoop, kubernetes",PhD,0,Energy,2024-11-11
AI05686,AI Software Engineer,78353,SE,CT,Japan,S,100,"deep learning, docker, scala",Associate,5,Government,2024-10-29
AI05687,AI Specialist,109718,MI,FT,Norway,S,100,"azure, pytorch, tensorflow",Associate,3,Real Estate,2024-09-02
AI05688,Principal Data Scientist,90380,EN,PT,United Kingdom,L,50,"python, tensorflow, sql, scala",PhD,0,Finance,2024-08-04
AI05689,Deep Learning Engineer,138975,SE,FL,Canada,L,0,"python, docker, hadoop, tableau, tensorflow",Master,9,Consulting,2024-01-21
AI05690,Research Scientist,185737,EX,FT,Austria,L,0,"kubernetes, git, nlp",Master,16,Education,2024-07-20
AI05691,Head of AI,135971,SE,FL,United Kingdom,S,100,"tableau, computer vision, data visualization, git, deep learning",PhD,6,Finance,2024-05-23
AI05692,Data Scientist,126307,MI,PT,Australia,L,100,"nlp, sql, data visualization, r",Associate,3,Manufacturing,2024-05-16
AI05693,Data Scientist,90553,SE,PT,Finland,L,0,"r, java, deep learning, data visualization, nlp",Master,5,Energy,2024-06-28
AI05694,AI Product Manager,125813,MI,FL,United Kingdom,L,0,"aws, r, nlp, computer vision, linux",Master,2,Telecommunications,2024-07-04
AI05695,Machine Learning Engineer,42193,EN,FL,Japan,M,0,"data visualization, scala, git",PhD,1,Education,2024-01-04
AI05696,Head of AI,238430,EX,PT,Norway,M,0,"python, tensorflow, data visualization, mlops, tableau",Master,16,Consulting,2024-12-05
AI05697,Autonomous Systems Engineer,53825,EN,FT,Israel,L,100,"data visualization, scala, azure, linux, aws",Bachelor,1,Finance,2024-05-04
AI05698,AI Research Scientist,63324,MI,FT,Ireland,L,50,"python, hadoop, nlp",Bachelor,3,Transportation,2024-11-09
AI05699,Data Scientist,55247,EN,FT,Japan,L,100,"linux, nlp, scala, git",Master,0,Finance,2024-01-29
AI05700,ML Ops Engineer,191554,EX,FT,Norway,M,0,"tensorflow, tableau, aws",Bachelor,17,Finance,2024-08-01
AI05701,ML Ops Engineer,145272,EX,CT,India,S,100,"tensorflow, git, pytorch, kubernetes",Associate,12,Finance,2024-04-19
AI05702,Deep Learning Engineer,155572,SE,FT,United States,L,50,"spark, scala, java, computer vision, azure",Master,8,Telecommunications,2024-09-13
AI05703,Robotics Engineer,152832,EX,CT,Finland,S,100,"python, aws, hadoop, tensorflow, pytorch",Master,13,Gaming,2025-01-28
AI05704,AI Product Manager,65077,MI,CT,China,L,100,"computer vision, r, sql, linux",PhD,2,Telecommunications,2024-12-19
AI05705,Data Analyst,112500,MI,FL,United States,M,50,"java, scala, computer vision, linux, tableau",Master,4,Consulting,2025-02-07
AI05706,AI Product Manager,101586,SE,FL,Austria,M,100,"git, java, statistics, python, deep learning",PhD,9,Manufacturing,2024-01-16
AI05707,ML Ops Engineer,209660,EX,CT,Norway,M,100,"hadoop, spark, tensorflow, nlp, r",PhD,19,Automotive,2024-07-16
AI05708,Machine Learning Researcher,61291,EN,FT,Sweden,S,0,"python, scala, data visualization, linux",PhD,1,Consulting,2024-03-10
AI05709,NLP Engineer,68291,EN,FT,Germany,S,100,"tableau, python, tensorflow, docker",PhD,1,Automotive,2025-04-04
AI05710,Computer Vision Engineer,110626,EN,FT,Denmark,L,50,"hadoop, nlp, pytorch, tableau, python",PhD,1,Real Estate,2025-03-13
AI05711,AI Consultant,45876,EN,FL,Japan,L,100,"statistics, git, data visualization",PhD,0,Consulting,2024-06-06
AI05712,AI Specialist,92282,EN,PT,Switzerland,M,100,"spark, docker, nlp",PhD,1,Consulting,2025-02-22
AI05713,AI Research Scientist,54940,EN,PT,Austria,M,50,"sql, linux, pytorch",Associate,1,Education,2024-06-02
AI05714,Machine Learning Engineer,239764,EX,FT,Singapore,S,50,"mlops, r, computer vision, java",Associate,14,Technology,2025-02-23
AI05715,Machine Learning Engineer,66015,EN,FT,Australia,S,100,"nlp, aws, spark, gcp, statistics",Associate,0,Retail,2024-03-28
AI05716,AI Software Engineer,178580,EX,PT,China,L,50,"data visualization, pytorch, gcp, tensorflow",Bachelor,19,Consulting,2024-07-30
AI05717,ML Ops Engineer,208235,EX,FL,Norway,M,0,"tableau, git, azure, python",Master,11,Healthcare,2024-07-31
AI05718,Deep Learning Engineer,96531,MI,FL,Denmark,S,50,"statistics, spark, data visualization, r, azure",Associate,2,Consulting,2024-10-29
AI05719,Head of AI,169471,EX,FL,Sweden,M,0,"mathematics, python, java, scala, git",Associate,11,Government,2024-05-10
AI05720,AI Software Engineer,139869,SE,FL,United Kingdom,M,50,"nlp, aws, spark",Associate,9,Government,2024-05-06
AI05721,Autonomous Systems Engineer,146198,EX,PT,Germany,M,100,"mlops, linux, tableau",Bachelor,12,Retail,2024-05-13
AI05722,Data Engineer,94472,MI,CT,Sweden,M,50,"java, azure, nlp, r, tableau",Associate,2,Retail,2024-09-21
AI05723,NLP Engineer,332780,EX,FT,Norway,L,100,"mlops, deep learning, aws, java, mathematics",PhD,17,Media,2024-05-11
AI05724,Research Scientist,205188,EX,CT,Norway,M,0,"java, r, deep learning",Master,17,Technology,2024-08-02
AI05725,Autonomous Systems Engineer,85686,EN,PT,Switzerland,M,100,"scala, spark, java, kubernetes, statistics",Master,1,Government,2024-08-04
AI05726,Autonomous Systems Engineer,211840,EX,FT,Switzerland,M,50,"python, azure, mathematics, gcp",PhD,13,Telecommunications,2024-06-27
AI05727,Head of AI,129157,SE,FL,France,L,50,"gcp, linux, hadoop",Master,5,Media,2024-08-18
AI05728,AI Product Manager,352707,EX,FL,Switzerland,L,0,"scala, aws, azure, statistics",PhD,17,Retail,2025-04-18
AI05729,AI Architect,201159,EX,CT,Sweden,S,0,"git, gcp, spark",PhD,12,Retail,2024-01-11
AI05730,Autonomous Systems Engineer,93541,EX,FT,China,S,100,"mlops, tensorflow, data visualization, linux",Associate,16,Telecommunications,2024-03-30
AI05731,Data Scientist,238769,EX,FL,Australia,M,100,"kubernetes, deep learning, tensorflow",Bachelor,13,Government,2024-10-04
AI05732,AI Specialist,69843,MI,FL,Sweden,S,0,"kubernetes, linux, mlops",Master,2,Finance,2024-09-02
AI05733,Computer Vision Engineer,147346,EX,CT,Israel,M,0,"tableau, mathematics, python, tensorflow, git",Bachelor,16,Technology,2024-05-09
AI05734,ML Ops Engineer,108525,MI,FL,Sweden,M,100,"tensorflow, statistics, aws",Bachelor,3,Telecommunications,2024-11-13
AI05735,Autonomous Systems Engineer,95384,SE,CT,Ireland,L,50,"python, azure, tensorflow, linux",Master,6,Gaming,2024-04-04
AI05736,AI Architect,69671,MI,FT,Japan,L,100,"git, azure, computer vision",Master,2,Technology,2025-02-06
AI05737,Research Scientist,228173,EX,PT,United States,M,100,"sql, pytorch, mlops, computer vision",Associate,16,Media,2025-02-27
AI05738,Machine Learning Researcher,72437,MI,CT,United Kingdom,S,50,"hadoop, sql, kubernetes",Associate,3,Transportation,2024-06-24
AI05739,AI Architect,74353,MI,FT,Israel,M,50,"pytorch, linux, scala, git, sql",Master,3,Consulting,2024-07-02
AI05740,AI Specialist,72332,MI,CT,India,M,100,"computer vision, hadoop, azure, deep learning",Associate,4,Retail,2024-09-09
AI05741,Data Analyst,96275,SE,CT,Finland,M,100,"sql, linux, hadoop, scala, kubernetes",Master,5,Finance,2024-05-18
AI05742,AI Software Engineer,115623,MI,FT,Australia,L,50,"azure, aws, linux, nlp",Master,3,Education,2024-06-29
AI05743,Computer Vision Engineer,56637,EN,FL,Canada,L,50,"deep learning, sql, kubernetes, scala, java",Associate,1,Media,2024-11-14
AI05744,Research Scientist,166097,SE,CT,Sweden,L,100,"docker, tensorflow, pytorch, mathematics, nlp",Associate,6,Education,2025-04-09
AI05745,Deep Learning Engineer,88669,EN,FL,Norway,S,100,"computer vision, kubernetes, java",Associate,0,Media,2024-10-23
AI05746,AI Specialist,69421,MI,CT,South Korea,M,100,"java, git, aws, gcp",Associate,4,Finance,2024-07-06
AI05747,AI Research Scientist,85549,MI,PT,Netherlands,M,100,"git, python, azure, statistics, gcp",Associate,3,Manufacturing,2024-09-27
AI05748,Autonomous Systems Engineer,81638,MI,FT,Canada,M,0,"pytorch, nlp, azure, sql, tensorflow",Associate,4,Government,2025-04-29
AI05749,Research Scientist,47021,EN,FL,Austria,S,0,"kubernetes, computer vision, deep learning, python",Bachelor,1,Telecommunications,2024-05-05
AI05750,Computer Vision Engineer,78962,MI,FL,Australia,S,0,"tableau, nlp, scala, sql, java",Master,2,Real Estate,2024-09-17
AI05751,AI Research Scientist,74149,EN,FT,Singapore,L,100,"sql, aws, tableau, kubernetes",Associate,1,Energy,2025-04-09
AI05752,Data Analyst,325119,EX,CT,United States,L,0,"pytorch, tensorflow, linux",Associate,13,Transportation,2025-02-27
AI05753,Computer Vision Engineer,94613,EN,PT,Switzerland,S,50,"tableau, sql, deep learning, mathematics",PhD,0,Gaming,2025-03-09
AI05754,AI Architect,163466,SE,PT,France,L,50,"linux, docker, deep learning, python, computer vision",Associate,8,Automotive,2024-11-12
AI05755,AI Product Manager,64771,EN,FT,United Kingdom,L,50,"sql, python, kubernetes",PhD,0,Real Estate,2024-05-05
AI05756,Machine Learning Engineer,82330,EN,CT,Germany,L,0,"pytorch, scala, git, deep learning",Bachelor,0,Transportation,2024-09-07
AI05757,Head of AI,238951,EX,FT,France,M,0,"pytorch, computer vision, hadoop, python, data visualization",Master,16,Gaming,2024-09-08
